影片鍵,發布日期,格式鍵,類型鍵,系列鍵,業配判定鍵,觀看數,按讚數,留言數
2216,2021-04-21,1,12,17,1,1235994,10001,568
2217,2021-04-22,1,4,4,1,219746,4339,347
2218,2021-04-24,1,4,4,3,541042,6916,565
2219,2021-04-26,1,5,15,1,1206169,17645,1268
2220,2021-04-29,1,4,0,1,171534,2849,534
2221,2021-04-30,1,4,4,1,156549,1634,119
2222,2021-05-01,1,13,0,1,594797,6956,780
2223,2021-05-03,1,5,15,1,734349,7655,1163
2224,2021-05-04,1,12,17,1,378377,5444,478
2225,2021-05-07,1,4,4,1,155818,2790,321
2226,2021-05-09,1,4,4,3,1370612,17725,4112
2227,2021-05-10,1,5,15,3,788241,9735,1006
2228,2021-05-12,1,4,4,1,273889,3668,287
2229,2021-05-13,1,4,4,3,215051,2958,460
2230,2021-05-16,1,10,18,1,588726,7241,512
2231,2021-05-17,1,5,15,1,1223159,12277,868
2232,2021-05-18,1,12,17,1,227166,4244,485
2233,2021-05-19,1,5,0,1,187084,3069,269
2234,2021-05-20,1,2,0,3,702497,9423,1369
2235,2021-05-24,1,5,15,3,727296,6885,1162
2236,2021-05-27,1,1,0,1,382317,5928,1494
2237,2021-05-31,1,5,15,3,1384379,14461,1089
2238,2021-06-02,1,12,17,1,365253,5673,933
2239,2021-06-05,1,4,4,3,386518,5898,454
2240,2021-06-06,1,1,0,3,535596,6477,502
2241,2021-06-07,1,5,15,3,996645,12224,1300
2242,2021-06-12,1,4,4,3,286529,3956,331
2243,2021-06-14,1,5,15,1,627329,7350,682
2244,2021-06-18,1,12,17,1,2376484,33807,3203
2245,2021-06-19,1,4,4,3,571040,6324,638
2246,2021-06-20,1,4,4,1,578843,7498,535
2247,2021-06-21,1,5,15,1,332790,8052,1926
2248,2021-06-25,1,4,4,1,521084,6035,1083
2249,2021-06-26,1,4,4,1,258547,2423,230
2250,2021-06-27,1,4,4,1,457401,6251,747
2251,2021-06-28,1,5,15,1,892177,9486,966
2252,2021-06-29,1,4,4,3,451893,5741,529
2253,2021-07-05,1,5,15,3,684779,7369,837
2254,2021-07-07,1,12,17,1,609056,7589,440
2255,2021-07-08,1,4,4,1,303310,3472,770
2256,2021-07-12,1,5,15,3,1259810,13094,911
2257,2021-07-13,1,1,0,1,299680,4603,538
2258,2021-07-19,1,5,15,3,928793,9114,1063
2259,2021-07-25,1,4,4,3,495984,7227,1961
2260,2021-07-26,1,5,15,1,781228,7951,839
2261,2021-07-27,1,10,18,1,734066,5643,599
2262,2021-07-28,1,12,17,1,337997,5185,342
2263,2021-08-02,1,5,15,1,457660,5648,865
2264,2021-08-03,1,4,4,1,289422,3788,331
2265,2021-08-08,1,10,18,1,596120,5451,399
2266,2021-08-09,1,5,15,1,503091,5946,698
2267,2021-08-11,1,4,4,1,710511,10593,874
2268,2021-08-12,2,4,4,1,487263,12069,377
2269,2021-08-12,2,3,7,1,1595676,40974,372
2270,2021-08-14,1,4,4,3,366895,5781,553
2271,2021-08-15,2,4,4,1,77535,2202,53
2272,2021-08-15,1,1,0,1,355581,4442,303
2273,2021-08-16,1,5,15,3,2485865,37613,2610
2274,2021-08-16,2,5,0,1,1626423,23413,1106
2275,2021-08-19,1,12,17,1,255228,4438,353
2276,2021-08-20,1,4,4,1,232507,2179,258
2277,2021-08-22,1,4,4,1,1373380,18943,1689
2278,2021-08-22,1,13,0,1,561335,7037,539
2279,2021-08-23,1,5,15,1,804271,9984,795
2280,2021-08-27,1,10,18,1,878112,8463,760
2281,2021-08-30,1,5,15,1,1029109,14761,1171
2282,2021-08-31,1,3,0,3,518320,7235,820
2283,2021-09-05,1,4,0,1,426687,8806,965
2284,2021-09-06,1,5,15,1,808757,9718,913
2285,2021-09-10,1,4,4,1,272594,3262,417
2286,2021-09-11,1,4,0,3,422767,7235,910
2287,2021-09-13,1,5,15,1,1082902,13505,888
2288,2021-09-15,1,4,4,1,1275863,19477,2153
2289,2021-09-20,1,5,15,3,1554756,16019,1242
2290,2021-09-21,2,4,4,1,435941,10419,365
2291,2021-09-22,1,4,4,3,1709875,31792,2192
2292,2021-09-24,1,4,4,3,1112124,14460,880
2293,2021-09-25,1,4,4,1,349178,10039,673
2294,2021-09-26,1,4,4,3,861947,12919,1543
2295,2021-09-27,1,5,15,3,1101147,12004,1203
2296,2021-10-01,1,5,0,1,954851,11541,732
2297,2021-10-03,1,5,0,3,552633,9357,767
2298,2021-10-04,1,5,15,1,859820,9468,951
2299,2021-10-09,1,10,18,1,690638,5969,409
2300,2021-10-11,1,5,15,1,643163,7728,1064
2301,2021-10-13,1,4,4,3,492035,5616,350
2302,2021-10-14,1,4,4,1,164765,2363,171
2303,2021-10-17,1,4,4,1,323874,6827,845
2304,2021-10-18,1,5,15,3,690851,8718,679
2305,2021-10-21,1,4,4,1,359304,3848,313
2306,2021-10-23,1,12,17,1,821577,11696,981
2307,2021-10-25,1,5,15,3,1046770,15765,1679
2308,2021-10-30,1,4,4,3,562271,7309,453
2309,2021-10-31,1,10,0,3,1450207,29272,2379
2310,2021-11-01,1,5,15,1,680951,10768,951
2311,2021-11-04,1,4,4,1,491375,7170,594
2312,2021-11-05,1,13,0,1,1937558,25082,1599
2313,2021-11-07,1,4,0,3,654552,4882,648
2314,2021-11-08,1,5,15,1,515557,6030,542
2315,2021-11-15,1,5,15,1,841835,9992,980
2316,2021-11-16,1,4,4,3,346007,4881,328
2317,2021-11-20,1,4,0,1,553833,19074,961
2318,2021-11-21,1,12,17,1,328175,4955,426
2319,2021-11-22,1,5,15,1,920650,13512,912
2320,2021-11-25,1,3,7,3,839066,9852,538
2321,2021-11-26,1,5,0,1,608533,8151,790
2322,2021-11-29,1,5,15,1,1162820,11475,746
2323,2021-12-01,1,1,0,1,777129,16970,883
2324,2021-12-04,1,4,4,1,376571,5219,483
2325,2021-12-05,1,4,4,3,706026,6298,650
2326,2021-12-06,1,5,15,3,767201,7586,696
2327,2021-12-08,2,4,4,1,74130,892,125
2328,2021-12-10,1,14,19,3,1962306,34688,3297
2329,2021-12-11,1,1,0,1,798911,18415,1149
2330,2021-12-13,1,5,15,3,3175786,27191,1442
2331,2021-12-15,1,4,4,1,575803,4704,384
2332,2021-12-17,1,1,0,1,383779,9954,735
2333,2021-12-20,1,5,15,1,897793,9963,1016
2334,2021-12-22,1,4,4,3,446598,5790,690
2335,2021-12-27,1,5,15,3,626209,6796,625
2336,2021-12-28,1,3,0,3,903525,10470,632
2337,2021-12-30,1,10,18,1,2059643,30289,2119
2338,2021-12-31,1,4,4,1,797632,2303,137
2339,2022-01-01,1,4,4,1,1253562,12198,981
2340,2022-01-03,1,5,15,3,949348,10418,827
2341,2022-01-04,1,4,4,1,278064,3773,176
2342,2022-01-06,1,4,4,1,242344,2841,176
2343,2022-01-08,1,1,0,1,901912,12074,446
2344,2022-01-09,1,4,4,3,1565570,51903,3741
2345,2022-01-10,1,5,15,1,607753,9614,1013
2346,2022-01-11,1,4,4,3,243422,3457,560
2347,2022-01-13,1,5,0,3,296364,3496,165
2348,2022-01-14,1,4,0,1,493083,6191,386
2349,2022-01-16,1,1,0,3,777095,16846,969
2350,2022-01-17,1,5,15,1,660627,7427,515
2351,2022-01-18,1,4,4,3,376715,3994,376
2352,2022-01-19,1,1,0,1,845597,11551,765
2353,2022-01-24,1,5,15,1,387875,4382,292
2354,2022-01-26,1,4,0,1,457676,6509,582
2355,2022-01-27,1,10,18,1,1080467,8920,514
2356,2022-01-30,1,4,4,1,231436,3038,393
2357,2022-01-31,1,5,15,3,824920,7670,392
2358,2022-02-01,1,1,0,1,320935,8184,568
2359,2022-02-02,1,3,0,1,460104,9486,678
2360,2022-02-03,1,1,0,1,336655,7076,562
2361,2022-02-04,1,5,0,1,195213,5511,334
2362,2022-02-07,1,5,15,1,1458907,38804,2200
2363,2022-02-12,1,10,18,1,2078659,19647,1144
2364,2022-02-14,1,5,15,1,2259792,22105,948
2365,2022-02-18,1,13,0,1,449984,3911,297
2366,2022-02-19,1,4,4,1,386651,6060,483
2367,2022-02-21,1,5,15,1,474979,6715,456
2368,2022-02-26,1,4,4,1,413476,5065,304
2369,2022-02-28,1,5,15,3,969580,9506,574
2370,2022-03-07,1,5,15,3,1844075,21197,1232
2371,2022-03-11,1,4,4,1,498979,6570,666
2372,2022-03-12,1,4,4,1,432428,5190,611
2373,2022-03-14,1,5,15,1,799326,10194,893
2374,2022-03-15,1,4,0,1,601125,7751,696
2375,2022-03-17,1,4,4,1,513136,5243,692
2376,2022-03-21,1,5,15,3,2412451,23226,1339
2377,2022-03-25,1,4,4,1,408331,5537,746
2378,2022-03-26,1,10,18,1,968597,9394,630
2379,2022-03-27,1,4,4,1,409405,4577,276
2380,2022-03-28,1,5,15,3,1180087,14270,2684
2381,2022-03-29,1,3,0,3,390253,4704,243
2382,2022-03-29,1,4,4,3,238369,3492,333
2383,2022-03-31,1,4,4,3,428017,3990,342
2384,2022-04-04,1,5,15,3,2282512,24792,1387
2385,2022-04-10,1,10,18,3,2156286,14835,905
2386,2022-04-11,1,5,15,1,877706,8799,725
2387,2022-04-12,1,10,18,3,1090574,8148,735
2388,2022-04-14,1,4,0,1,245232,2918,199
2389,2022-04-15,1,4,4,3,412241,5858,989
2390,2022-04-16,1,4,0,1,287590,3423,237
2391,2022-04-18,1,5,15,1,1454939,23465,1738
2392,2022-04-25,1,5,15,1,2782964,28722,1577
2393,2022-04-28,1,10,0,3,276143,3325,507
2394,2022-04-29,1,4,4,3,620508,6800,351
2395,2022-05-02,1,5,15,3,1052117,12671,1457
2396,2022-05-06,1,4,4,3,238497,3279,156
2397,2022-05-09,1,5,15,3,1991168,17918,8471
2398,2022-05-12,1,4,4,1,355725,5197,688
2399,2022-05-14,1,4,4,3,355490,7027,564
2400,2022-05-16,1,5,15,3,810228,13214,1198
2401,2022-05-17,1,4,4,1,282332,2893,572
2402,2022-05-20,1,4,4,1,241630,3986,626
2403,2022-05-23,1,5,15,3,1007396,14511,1265
2404,2022-05-24,1,4,4,3,134452,2451,143
2405,2022-05-25,1,5,0,1,317696,2825,276
2406,2022-05-26,1,5,0,3,272073,2612,258
2407,2022-05-28,1,4,4,1,605721,6700,494
2408,2022-05-30,1,5,15,3,843566,10215,1333
2409,2022-06-02,2,4,0,1,203830,4375,165
2410,2022-06-03,1,8,20,1,1124209,35974,2743
2411,2022-06-06,1,5,15,3,1610750,25814,2898
2412,2022-06-08,1,4,4,1,397775,6406,383
2413,2022-06-08,1,4,4,1,920747,11662,717
2414,2022-06-08,1,4,4,3,538023,5823,479
2415,2022-06-13,1,5,15,3,813461,10985,1411
2416,2022-06-15,1,4,4,1,301382,4408,372
2417,2022-06-15,1,14,19,3,753270,15626,1966
2418,2022-06-16,1,1,0,3,881191,12797,566
2419,2022-06-17,1,4,4,3,273840,3346,452
2420,2022-06-20,1,5,15,3,1650725,17499,1103
2421,2022-06-22,1,12,17,1,678155,10032,637
2422,2022-06-25,1,4,4,3,415306,3190,330
2423,2022-06-26,2,4,4,1,116790,2348,42
2424,2022-06-27,1,5,15,3,733046,8665,1071
2425,2022-06-28,1,4,4,3,680456,8152,526
2426,2022-07-04,1,5,15,1,847010,10014,761
2427,2022-07-05,1,4,4,3,407965,6102,1084
2428,2022-07-06,1,14,0,1,1056619,11632,1027
2429,2022-07-08,1,10,18,3,2203918,26235,1405
2430,2022-07-11,1,5,15,3,1163582,12065,1581
2431,2022-07-12,1,4,4,1,284258,3223,322
2432,2022-07-13,1,1,0,1,417640,8324,331
2433,2022-07-13,1,4,4,1,978389,16512,867
2434,2022-07-16,1,4,4,3,266807,3377,209
2435,2022-07-18,1,4,4,1,688095,8559,736
2436,2022-07-18,1,5,15,3,667123,8667,1043
2437,2022-07-19,2,4,4,1,133050,2292,121
2438,2022-07-25,1,5,15,3,590157,6998,590
2439,2022-07-26,1,4,4,3,348969,4905,418
2440,2022-07-27,1,4,0,1,421770,5520,1009
2441,2022-07-28,1,4,4,1,398837,6122,966
2442,2022-07-29,1,1,0,1,293614,5438,520
2443,2022-08-01,1,5,15,3,850256,12705,990
2444,2022-08-02,1,4,4,3,288437,4098,224
2445,2022-08-06,1,10,18,3,619103,5222,369
2446,2022-08-08,1,5,15,3,635908,8383,635
2447,2022-08-12,1,4,4,3,480050,4908,295
2448,2022-08-13,1,10,18,1,1342201,8201,430
2449,2022-08-15,1,5,15,3,886465,9407,722
2450,2022-08-16,1,4,4,3,654362,7065,585
2451,2022-08-22,1,5,15,3,1292204,17027,1068
2452,2022-08-24,1,4,4,1,927754,7719,553
2453,2022-08-26,1,4,4,3,174420,1665,220
2454,2022-08-27,1,4,4,3,611779,6528,368
2455,2022-08-28,1,5,0,1,865934,8226,537
2456,2022-08-29,1,5,15,3,495521,6795,505
2457,2022-08-31,1,4,4,3,402444,5140,471
2458,2022-09-04,1,4,4,1,486916,6434,474
2459,2022-09-05,1,5,15,1,696698,7906,744
2460,2022-09-08,1,4,4,1,1134374,17276,1893
2461,2022-09-12,1,5,15,3,2040492,29383,1904
2462,2022-09-14,1,4,4,3,1979916,30637,1887
2463,2022-09-15,1,4,4,3,657300,8493,605
2464,2022-09-16,1,5,0,3,986723,11712,1145
2465,2022-09-17,1,4,4,3,598868,8516,1196
2466,2022-09-19,1,5,15,3,519764,6085,1018
2467,2022-09-21,1,4,4,1,1121683,16722,1138
2468,2022-09-22,1,4,4,3,217418,3245,196
2469,2022-09-23,1,4,4,1,305457,4195,542
2470,2022-09-26,1,5,15,3,1738165,16476,1220
2471,2022-09-27,1,4,4,1,332293,2738,224
2472,2022-09-28,1,10,18,1,3460582,34750,1777
2473,2022-10-01,1,4,4,3,968795,9735,741
2474,2022-10-03,1,5,15,3,928616,11600,694
2475,2022-10-05,1,4,4,3,761365,5889,425
2476,2022-10-06,1,4,4,3,452534,4962,727
2477,2022-10-06,1,8,13,3,524513,17471,1604
2478,2022-10-07,1,10,18,3,1228862,17447,1678
2479,2022-10-08,1,11,10,1,891221,13606,532
2480,2022-10-10,1,5,15,3,1189024,16047,1551
2481,2022-10-11,1,4,4,3,343365,5286,512
2482,2022-10-13,1,4,4,3,339874,6006,526
2483,2022-10-14,1,10,18,3,705385,8285,711
2484,2022-10-17,1,5,15,3,927711,11714,615
2485,2022-10-21,1,10,18,3,1517436,14194,583
2486,2022-10-21,1,13,0,3,348945,4817,364
2487,2022-10-24,1,5,15,3,780080,8106,898
2488,2022-10-25,1,13,0,1,551706,4830,369
2489,2022-10-28,1,10,18,1,331594,4266,356
2490,2022-10-31,1,5,15,1,600820,7535,694
2491,2022-11-01,1,1,0,1,545786,12770,987
2492,2022-11-04,1,10,18,3,345527,4041,304
2493,2022-11-05,1,11,10,1,508441,7275,409
2494,2022-11-07,1,5,15,3,625142,9160,928
2495,2022-11-08,1,4,4,1,357730,2097,111
2496,2022-11-09,1,10,18,1,665630,13843,665
2497,2022-11-10,1,4,4,3,601405,5266,524
2498,2022-11-10,2,1,0,3,46470,657,8
2499,2022-11-11,1,10,18,1,298195,3384,344
2500,2022-11-12,1,1,0,1,659271,8738,942
2501,2022-11-14,1,5,15,3,1185649,11835,705
2502,2022-11-17,1,4,4,3,1027579,6914,555
2503,2022-11-18,1,10,18,1,454042,5115,399
2504,2022-11-21,1,5,15,3,2246326,28965,1111
2505,2022-11-24,1,10,18,1,1418560,10667,685
2506,2022-11-25,1,10,18,1,275449,3435,159
2507,2022-11-28,1,5,15,3,1203571,10652,799
2508,2022-12-02,1,10,18,1,349522,4372,280
2509,2022-12-05,1,5,15,3,529130,5067,495
2510,2022-12-06,1,11,0,3,909749,11681,701
2511,2022-12-08,1,1,0,3,720467,22075,2547
2512,2022-12-09,1,3,0,1,583304,6736,336
2513,2022-12-12,1,5,15,3,3165114,62588,3878
2514,2022-12-14,1,5,0,1,1100280,8801,582
2515,2022-12-16,1,10,18,3,307087,3909,246
2516,2022-12-19,1,5,15,3,794723,9311,605
2517,2022-12-23,1,5,15,3,597446,5260,318
2518,2022-12-26,1,5,15,3,514696,6580,487
2519,2022-12-27,1,4,4,3,712407,23389,7588
2520,2022-12-28,1,4,4,1,733415,7029,419
2521,2022-12-29,1,11,0,3,371950,4552,370
2522,2023-01-01,1,8,13,1,1086685,31316,2123
2523,2023-01-02,1,5,15,3,992306,9723,491
2524,2023-01-03,1,4,4,3,457298,6987,1547
2525,2023-01-04,1,10,18,1,1355107,2569,353
2526,2023-01-06,1,10,18,3,227693,2360,143
2527,2023-01-08,1,4,4,1,1203515,14057,588
2528,2023-01-09,1,5,15,3,1141921,10474,615
2529,2023-01-12,2,4,4,1,1933478,32798,627
2530,2023-01-13,1,10,18,1,789891,6692,503
2531,2023-01-16,1,5,15,3,1625474,19189,965
2532,2023-01-17,1,4,0,1,1600687,26906,1671
2533,2023-01-18,1,4,4,1,357657,4436,188
2534,2023-01-19,1,8,13,3,676510,13916,1008
2535,2023-01-20,1,1,0,1,733167,9474,443
2536,2023-01-23,2,4,4,1,1514061,26726,407
2537,2023-01-23,1,5,15,3,1162983,10335,768
2538,2023-01-24,1,8,0,1,249139,4069,212
2539,2023-01-25,1,10,18,3,727140,6475,404
2540,2023-01-26,1,4,4,1,370179,5511,484
2541,2023-01-27,1,2,0,1,557340,8228,335
2542,2023-01-28,1,12,17,1,553305,6066,437
2543,2023-01-30,1,5,15,1,477623,5887,372
2544,2023-02-06,1,5,15,3,647946,8143,704
2545,2023-02-07,2,4,4,1,806945,23032,229
2546,2023-02-08,1,8,0,1,1605161,27700,3413
2547,2023-02-09,2,3,0,1,49229,1165,38
2548,2023-02-10,1,10,18,1,248266,2951,153
2549,2023-02-11,2,4,0,1,70973,1385,21
2550,2023-02-13,1,5,15,3,535136,7002,799
2551,2023-02-14,2,1,0,1,384120,15745,82
2552,2023-02-15,2,12,8,1,42798,833,29
2553,2023-02-17,2,4,0,1,87253,1945,30
2554,2023-02-17,2,5,0,1,49525,899,31
2555,2023-02-19,2,1,0,1,175687,4496,102
2556,2023-02-20,1,5,15,3,1821135,16210,1342
2557,2023-02-24,1,4,4,1,242559,3191,341
2558,2023-02-25,2,4,0,1,50443,882,20
2559,2023-02-27,1,5,15,3,641052,8532,846
2560,2023-03-01,2,4,4,1,170500,2570,128
2561,2023-03-03,1,1,0,1,1631651,66025,11178
2562,2023-03-04,1,1,0,1,1302450,23185,1409
2563,2023-03-06,1,5,15,3,865437,12349,1220
2564,2023-03-07,1,4,4,3,304410,3832,484
2565,2023-03-09,2,4,0,1,61540,1124,47
2566,2023-03-09,2,4,4,1,168810,3254,117
2567,2023-03-13,1,5,15,3,714247,10808,517
2568,2023-03-14,1,4,4,1,547832,7469,941
2569,2023-03-16,2,13,0,1,53672,1480,53
2570,2023-03-17,1,4,4,1,259576,5284,725
2571,2023-03-17,1,11,0,3,724525,7743,417
2572,2023-03-18,1,10,0,3,289467,3048,688
2573,2023-03-18,1,10,18,3,584436,6703,313
2574,2023-03-20,1,5,15,3,577186,6751,750
2575,2023-03-24,1,10,18,3,442725,6255,271
2576,2023-03-25,1,13,0,1,631074,6065,361
2577,2023-03-27,1,5,15,3,614560,6849,649
2578,2023-03-30,2,4,4,1,206757,4325,51
2579,2023-03-31,2,1,0,1,481380,11565,121
2580,2023-03-31,1,4,4,3,168287,970,85
2581,2023-04-01,1,4,4,1,286892,2551,158
2582,2023-04-02,1,4,4,3,529864,3016,287
2583,2023-04-03,1,5,15,3,1224603,14865,2070
2584,2023-04-10,1,5,15,1,503489,6601,935
2585,2023-04-12,1,10,18,3,700967,6573,288
2586,2023-04-13,1,4,4,3,297528,4580,630
2587,2023-04-14,1,4,0,1,204948,3027,279
2588,2023-04-17,1,4,4,3,1420343,32399,2208
2589,2023-04-20,1,10,18,1,144897,1694,90
2590,2023-04-21,1,1,0,3,478636,10937,704
2591,2023-04-24,1,5,15,3,1108170,12600,970
2592,2023-05-01,1,5,15,3,818681,10569,1689
2593,2023-05-02,1,13,0,3,194112,3157,134
2594,2023-05-05,1,11,0,3,346788,4151,161
2595,2023-05-06,1,10,18,1,293641,3095,156
2596,2023-05-08,1,5,15,3,730146,8559,727
2597,2023-05-11,1,4,0,1,306274,4605,596
2598,2023-05-12,1,2,0,1,199928,2000,576
2599,2023-05-12,1,2,0,1,315883,4129,597
2600,2023-05-13,1,4,4,3,363232,3969,332
2601,2023-05-15,1,5,15,3,730814,7360,729
2602,2023-05-19,1,8,13,3,366543,8808,464
2603,2023-05-22,1,5,15,3,600031,6589,579
2604,2023-05-23,1,4,4,3,450848,5998,395
2605,2023-05-24,1,4,4,1,546634,5643,935
2606,2023-05-25,1,8,0,3,826113,9651,1139
2607,2023-05-27,1,10,18,1,697599,8143,423
2608,2023-05-28,1,13,0,3,759699,14596,769
2609,2023-05-29,1,5,15,3,1218480,16160,1151
2610,2023-05-29,2,3,0,1,882918,16302,738
2611,2023-05-30,1,4,0,1,367910,1792,136
2612,2023-06-01,1,2,0,3,201580,1412,149
2613,2023-06-02,1,4,4,1,512305,6538,675
2614,2023-06-03,1,10,18,1,402557,10034,895
2615,2023-06-04,1,10,18,1,859172,11338,951
2616,2023-06-05,1,5,15,3,1164038,18934,1450
2617,2023-06-06,2,1,0,1,157795,3145,98
2618,2023-06-07,1,4,4,1,884462,17309,1761
2619,2023-06-12,1,5,15,3,976978,14092,809
2620,2023-06-16,2,4,0,1,64846,1143,27
2621,2023-06-19,1,5,15,3,736481,8602,620
2622,2023-06-21,1,5,0,1,818812,13063,586
2623,2023-06-22,1,13,0,1,289441,3497,192
2624,2023-06-24,1,10,18,1,404287,5217,329
2625,2023-06-26,1,5,15,1,720779,7263,499
2626,2023-06-29,1,2,0,1,359996,821,108
2627,2023-06-29,1,4,4,1,263560,3181,581
2628,2023-06-30,1,14,19,3,909398,27922,4324
2629,2023-07-03,1,5,15,3,1216549,11434,423
2630,2023-07-04,1,1,0,1,404876,3266,300
2631,2023-07-08,1,1,0,1,655910,10788,821
2632,2023-07-10,1,5,15,3,455431,4973,472
2633,2023-07-13,2,13,0,1,1571330,30397,407
2634,2023-07-13,2,13,0,1,912080,16673,261
2635,2023-07-14,2,13,0,1,616804,11163,529
2636,2023-07-14,2,13,0,1,739032,13214,116
2637,2023-07-17,1,5,15,3,1487741,12034,636
2638,2023-07-18,1,10,18,3,490223,5851,243
2639,2023-07-18,2,5,0,1,91199,1414,66
2640,2023-07-19,1,4,4,3,302191,1840,122
2641,2023-07-20,2,4,0,1,646625,10516,318
2642,2023-07-20,1,4,4,3,486234,5861,666
2643,2023-07-22,1,13,0,3,495208,7236,385
2644,2023-07-22,2,13,0,1,594851,9878,156
2645,2023-07-24,1,5,15,3,1810576,25459,1492
2646,2023-07-25,2,5,0,1,110959,1994,27
2647,2023-07-25,2,5,0,1,115146,1809,23
2648,2023-07-26,1,4,4,1,536399,4377,573
2649,2023-07-27,2,1,0,1,154771,2706,55
2650,2023-07-27,2,1,0,1,51412,1015,27
2651,2023-07-28,1,10,18,3,977861,9114,603
2652,2023-07-29,1,4,4,1,235562,2460,141
2653,2023-07-31,1,5,15,3,562938,9226,726
2654,2023-07-31,2,4,0,1,460799,5091,82
2655,2023-08-01,2,10,18,1,28025,530,12
2656,2023-08-07,1,5,15,3,556002,6716,888
2657,2023-08-08,2,5,0,1,53658,1345,23
2658,2023-08-08,1,8,0,3,1998166,22957,882
2659,2023-08-08,2,5,0,1,36919,865,11
2660,2023-08-09,2,10,0,1,39024,557,23
2661,2023-08-10,2,3,0,1,35670,639,3
2662,2023-08-11,1,4,4,3,761579,7111,295
2663,2023-08-11,2,13,0,1,38595,531,4
2664,2023-08-12,2,13,0,1,53552,886,7
2665,2023-08-14,1,5,15,1,1664519,16796,1149
2666,2023-08-15,2,4,0,1,89924,787,43
2667,2023-08-16,2,3,0,1,165711,3786,60
2668,2023-08-16,2,3,0,1,68935,1197,15
2669,2023-08-17,2,12,0,1,30061,505,7
2670,2023-08-18,2,10,0,1,185998,2178,57
2671,2023-08-21,1,5,15,3,508650,5764,362
2672,2023-08-21,2,3,0,1,60495,1554,12
2673,2023-08-22,2,4,0,1,232426,3690,71
2674,2023-08-23,2,5,0,1,500300,9655,253
2675,2023-08-25,1,10,18,1,896228,10248,553
2676,2023-08-25,2,10,0,1,27721,596,7
2677,2023-08-28,1,4,0,1,198364,5261,551
2678,2023-08-28,2,10,0,1,26616,498,6
2679,2023-08-28,1,5,15,3,641068,7165,428
2680,2023-08-31,1,4,0,1,429478,2254,164
2681,2023-08-31,2,1,0,1,57124,1253,23
2682,2023-09-01,2,3,0,1,36986,787,21
2683,2023-09-04,2,3,0,1,46528,1072,43
2684,2023-09-04,2,13,0,1,95669,1942,64
2685,2023-09-04,1,5,15,3,470489,5817,401
2686,2023-09-06,1,4,4,1,110620,2120,202
2687,2023-09-07,2,5,0,1,108234,1460,41
2688,2023-09-08,1,8,13,1,894459,19717,1419
2689,2023-09-11,2,3,0,1,36379,660,12
2690,2023-09-11,1,5,15,3,484416,6111,350
2691,2023-09-12,1,12,0,1,274811,3850,354
2692,2023-09-12,2,4,0,1,107897,2454,35
2693,2023-09-13,2,4,0,1,520603,10740,500
2694,2023-09-13,2,1,0,1,63621,1552,37
2695,2023-09-13,1,4,0,3,1101488,14401,1504
2696,2023-09-13,2,4,0,1,247113,4689,168
2697,2023-09-14,1,4,0,1,1169267,15269,1528
2698,2023-09-15,1,2,0,3,175201,1433,134
2699,2023-09-18,2,5,0,1,90129,1178,58
2700,2023-09-18,1,5,15,3,1065995,14922,1606
2701,2023-09-19,1,4,4,1,1250553,16554,1532
2702,2023-09-20,2,4,0,1,248270,5803,103
2703,2023-09-20,1,4,4,3,813564,9801,1138
2704,2023-09-22,1,10,18,1,833201,6612,674
2705,2023-09-22,1,4,4,3,570047,6030,613
2706,2023-09-23,2,10,0,1,33005,568,4
2707,2023-09-23,1,10,18,1,343687,4354,196
2708,2023-09-25,2,1,0,1,105279,1887,58
2709,2023-09-25,1,5,15,3,829082,8853,736
2710,2023-09-26,1,10,18,1,485463,4526,303
2711,2023-09-27,2,1,0,1,58146,1304,22
2712,2023-09-28,1,8,13,1,809181,18152,2434
2713,2023-10-02,1,5,15,3,725414,10799,1298
2714,2023-10-02,2,1,0,1,53904,765,32
2715,2023-10-03,2,1,0,1,73532,1945,47
2716,2023-10-05,1,13,0,1,258533,3999,249
2717,2023-10-07,1,4,4,3,2921390,38198,14286
2718,2023-10-09,1,5,15,1,917204,12003,1682
2719,2023-10-10,2,1,0,1,1703133,46384,1186
2720,2023-10-11,2,3,0,1,429850,15072,195
2721,2023-10-12,2,4,0,1,76763,2038,55
2722,2023-10-13,1,8,13,1,327723,5370,564
2723,2023-10-14,2,1,0,1,649344,18785,369
2724,2023-10-15,1,4,4,1,245737,3195,191
2725,2023-10-16,1,5,15,3,494006,6656,627
2726,2023-10-17,1,4,4,1,375219,2957,138
2727,2023-10-21,2,11,0,1,88740,1717,53
2728,2023-10-23,2,11,0,1,319111,7681,181
2729,2023-10-23,1,5,15,3,441333,4845,403
2730,2023-10-24,1,4,0,1,120223,2310,243
2731,2023-10-25,2,1,0,1,123952,2476,89
2732,2023-10-26,2,1,0,1,101667,2380,55
2733,2023-10-26,2,1,0,3,248040,2518,61
2734,2023-10-27,2,1,0,1,1882654,26452,977
2735,2023-10-28,1,4,4,1,486410,8503,3072
2736,2023-10-30,2,1,0,1,348945,10313,189
2737,2023-10-30,1,5,15,3,600864,8531,1291
2738,2023-11-01,1,2,0,3,222575,1130,143
2739,2023-11-02,1,1,0,3,191118,1338,1328
2740,2023-11-06,1,5,15,1,805721,12150,4277
2741,2023-11-07,2,4,0,3,257059,3872,398
2742,2023-11-07,1,1,0,1,2183184,72991,19958
2743,2023-11-13,1,5,15,1,1527834,23987,2348
2744,2023-11-15,1,8,0,3,331695,7430,989
